department,institution,ancmNo,ancmDate,period,title,link,bsnsTitle#1,bsnsTitle#2,bsnsTitle#3,bsnsTitle#4,bsnsTitle#5,bsnsTitle#6,bsnsTitle#7,bsnsTitle#8,bsnsTitle#9,bsnsTitle#10,bsnsTitle#11,bsnsTitle#12,bsnsTitle#13,bsnsTitle#14,bsnsTitle#15,bsnsTitle#16,bsnsTitle#17,bsnsTitle#18,bsnsTitle#19,bsnsTitle#20,bsnsTitle#21,bsnsTitle#22,bsnsTitle#23,bsnsTitle#24,bsnsTitle#25,bsnsTitle#26,bsnsTitle#27,bsnsTitle#28,bsnsTitle#29,bsnsTitle#30,bsnsTitle#31,bsnsTitle#32,bsnsTitle#33,bsnsTitle#34,bsnsTitle#35,bsnsTitle#36,bsnsTitle#37,bsnsTitle#38,bsnsTitle#39,bsnsTitle#40
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-706호,2023-07-10,2023-07-10 ~ 2023-07-21,2023년도 원자력국제공동연구지원사업 신규과제(2차) 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_069,2023-07-10,2023-07-10 ~ 2023-07-14,2023년도 원자력단 정책연구용역과제(안전기여도),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 - 0692호,2023-07-11,2023-07-11 ~ 2023-09-11,2023년도 한-영국(MRC) 협력기반조성사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-0715호,2023-07-12,2023-07-12 ~ 2023-09-14,2023년도 한-베트남 협력기반조성사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 - 0714호,2023-07-11,2023-07-11 ~ 2023-07-20,2023년도 나노 및 소재 기술개발사업 나노커넥트 신규과제 선정계획 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술통신부 공고 제 2023-720호,2023-07-12,2023-07-26 ~ 2023-08-11,2023년도 STEAM연구사업 하반기 신규과제 공고문,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-0741호,2023-07-19,2023-07-20 ~ 2023-08-03,2023년도 제3차 과학기술분야 연구기획과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보건복지부,한국보건산업진흥원,제2023-545호,2023-07-20,2023-07-20 ~ 2023-08-18,2023년도 보건위기 대응 신속 비임상시험 실증개발 신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-0773호,2023-07-28,2023-07-28 ~ 2023-08-29,2023년도 양자정보과학 인적기반 조성사업 신규과제 공모(2차),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_074,2023-07-31,2023-07-31 ~ 2023-08-04,2023년 한의디지털융합기술개발사업 과제접수,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,제2023-0744호,2023-07-24,2023-07-24 ~ 2023-08-23,2023년도 사이버보안 챌린지 대회 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보건복지부,한국보건산업진흥원,제2023-548호,2023-07-21,2023-07-21 ~ 2023-07-31,2023년도 제2차 보건의료기술 연구개발사업 신규지원 대상과제 통합 재공고(2차),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화체육관광부,한국연구재단,과학기술정보통신부 공고 제2023-0753호 및 문화체육관광부 공고 제2023-0266호,2023-07-25,2023-07-25 ~ 2023-08-01,2023년도 전통문화혁신성장융합연구사업 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-25호 관련,2023-07-26,2023-07-28 ~ 2023-08-11,2023년도 혁신제품 고도화 기술개발 지원사업 (2단계) 글로벌 타겟 R&amp;D 접수,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023 ？ 785호,2023-07-31,2023-07-31 ~ 2023-08-09,2023년도 양자기술연구개발선도(양자컴퓨팅) 사업 신규과제 일부 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 - 0756호,2023-07-28,2023-07-28 ~ 2023-09-11,2023년도 한-핀란드(BF) 공동연구사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,해당없음(정책지정),2023-08-04,2023-08-04 ~ 2023-08-09,2023년 하반기 방송통신정책연구(정책지정) 과제 접수,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,과학기술정보통신부 공고 제2023-0795호,2023-08-04,2023-08-21 ~ 2023-09-04,2023년도 하반기 방송통신정책연구(R&amp;D) 신규과제 공고 ,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-239호,2023-08-10,2023-08-10 ~ 2023-08-25,컨소시엄형기술개발지원사업(시장대응형) 선정과제 접수,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,공고-국-제25호,2023-08-01,2023-08-23 ~ 2023-09-01,2023년 국토교통연구기획사업 제2차 시행 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-625호,2023-08-03,2023-08-03 ~ 2023-10-24,2023년 에너지국제공동연구사업 신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-0794호,2023-08-04,2023-08-04 ~ 2023-08-11,2023년도 제3차 과학기술분야 연구기획과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
농촌진흥청,농촌진흥청,제2023-225호,2023-08-10,2023-08-10 ~ 2023-08-21,2023년도 농업연구개발사업 정기공모(6차),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_075,2023-08-11,2023-08-11 ~ 2023-08-25,원자력국제협력기반조성사업 정책지정 과제 접수(GIF),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과기정통부 공고 제2023 - 0764호,2023-07-28,2023-08-10 ~ 2023-08-23,2023년도 한-스위스 박사(박사후)과정생 연수사업 선정자 협약체결용 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_076,2023-08-11,2023-08-11 ~ 2023-08-25,원자력국제협력기반조성사업 정책지정 과제 접수(OECD/NEA),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-239호,2023-08-16,2023-08-16 ~ 2023-08-25,컨소시엄형기술개발지원사업(수출지향형) ,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,제2023-0812호,2023-08-18,2023-08-18 ~ 2023-09-19,"2023년도 인공지능 그랜드 챌린지 : 정책 지원 AI, 2단계 대회",https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0828호,2023-08-25,2023-08-25 ~ 2023-09-26,2023년도 한-UAE 공동연구사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
농촌진흥청,농촌진흥청,제2023-237호,2023-08-23,2023-08-23 ~ 2023-09-04,2023년 시험연구활동지원사업 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보건복지부,한국보건산업진흥원,2023-604,2023-09-01,2023-10-16 ~ 2023-10-31,2023년도 제2차 K-Medi융합인재양성지원사업(현장수요 연계형 글로벌 인재육성) 신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,과학기술정보통신부 공고 제2023-0795호,2023-09-05,2023-09-05 ~ 2023-09-11,(연장공고) 2023년 하반기 방송통신정책연구(R&amp;D) 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경찰청,과학치안진흥센터,"과학기술정보통신부 제2023-0872호, 경찰청 공고 제2023-117호",2023-09-12,2023-09-12 ~ 2023-10-11,2023년도 미래치안도전기술개발사업(융합탐색연구) 2차 신규과제 선정계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,2023-0844,2023-09-06,2023-09-06 ~ 2023-10-06,해외우수과학자유치사업 (Brain Pool) 2023년도 4차 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,재공고-국-제25호,2023-09-05,2023-09-06 ~ 2023-09-12,2023년 국토교통연구기획사업 제2차 시행 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-712호,2023-09-11,2023-09-18 ~ 2023-10-11,2023년도 제2차 에너지기술개발사업(태양광) 신규지원대상 연구개발과제 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-0867호,2023-09-08,2023-09-08 ~ 2023-09-18,2023년도 초고성능컴퓨팅 SW생태계조성사업 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기획재정부,한국에너지기술평가원,산업통상자원부 공고 제2023-678호,2023-08-29,2023-08-29 ~ 2023-10-13,2023년도 3차 에너지인력양성사업 신규지원대상 연구개발과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-723호,2023-09-14,2023-09-14 ~ 2023-10-16,2023년도 전력정보화및정책지원 신규지원대상 연구개발과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보건복지부,한국보건산업진흥원,KH_2023_644,2023-09-20,2023-09-25 ~ 2023-10-19,2023년 글로벌연구협력지원사업 글로벌 공동연구 지원 과제,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,산업부 제2023-726호,2023-09-15,2023-09-15 ~ 2023-10-04,2023년도 제3차 반도체 분야 신규지원 대상과제 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 ？ 0880호,2023-09-14,2023-09-21 ~ 2023-10-16,2023년도 스페이스챌린지사업(우주발사체 사이언스 콤플렉스) 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화체육관광부,한국콘텐츠진흥원,KC_2023_001,2023-09-19,2023-09-19 ~ 2023-09-24,[정책지정] 2023년 CT기반조성사업 신규과제 접수,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_113,2023-09-25,2023-09-25 ~ 2023-10-11,2023년도 중소기업기술혁신개발사업(수출지향형) 대중소기업 상생모델추천기업 연계 R&amp;D 사업계획서 접수 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 - 0894호,2023-09-25,2023-10-05 ~ 2023-10-25,2023년도 제2차 미래국방혁신기술개발사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_114,2023-12-01,2023-12-01 ~ 2023-12-31,인력양성 테스트,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,과학기술사업화진흥원,과학기술사업화진흥원 제2023-069호,2023-10-06,2023-10-06 ~ 2023-11-20,2023년 공공연구성과 가치창출 기술키움 사업 ,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 제 2023-0914호,2023-10-04,2023-10-04 ~ 2023-10-13,2023년도 기후기술국제협력촉진사업(CTCN 기술지원) 신규과제 3차 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제 2023-484호,2023-10-05,2023-10-10 ~ 2023-10-23,2023년도 중소기업 R&amp;D역량제고사업 ’R&amp;D기획지원’ 3차 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,재공고-국-제25호,2023-10-06,2023-10-16 ~ 2023-10-30,2023년 국토교통연구기획사업 제2차 시행 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_077,2023-10-06,2023-10-06 ~ 2023-10-26,2023년도 하반기 원자력정책연구사업 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_078,2023-10-06,2023-10-06 ~ 2023-10-19,(정책지정) 2023년도 하반기 원자력정책연구사업 신규과제,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-764호,2023-10-11,2023-10-18 ~ 2023-11-09,2023년도 하반기 공공에너지 선도투자 및 신산업 창출 지원사업 신규지원 대상 연구개발과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023 - 504호,2023-10-24,2023-11-01 ~ 2023-11-23,2023년 고위험·고성과 R&amp;D 프로젝트(DCP) 기업 지원계획  공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,공고-국-제26호,2023-10-20,2023-11-01 ~ 2023-11-20,2023년 국토교통연구기획사업 제3차 시행 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-504호,2024-01-02,2024-01-31 ~ 2024-02-05,고위험·고성과 R&amp;D 프로젝트(DCP),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0945호,2023-10-23,2023-10-23 ~ 2023-11-16,2023년도 한-미 첨단기술분야 인력교류(NSF IRES) 지원 프로그램 신규 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-794호,2023-10-26,2023-10-26 ~ 2023-11-24,2023년도 산업기술R&amp;D 연구기획사업(에너지기술분야) 신규지원 대상 연구개발과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_115,2023-10-26,2023-10-26 ~ 2023-10-30,2023년 사업연계형기술개발사업 1단계 연구개발계획서 접수 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023 - 0971호,2023-10-31,2023-10-31 ~ 2023-11-08,2023년도 하반기 원자력정책연구사업 신규과제 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,혁신형소형모듈원자로기술개발사업단,과학기술정보통신부 공고 2023-0980,2023-11-06,2023-11-06 ~ 2023-11-24,2023년도 혁신형 소형모듈원자로 기술개발사업 신규과제 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-812호,2023-11-06,2023-11-06 ~ 2023-12-05,2023년도 하반기 재생에너지디지털트윈사업 신규지원대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-0981호,2023-11-07,2023-11-07 ~ 2023-11-13,2023년도 초고성능컴퓨팅 SW 생태계조성사업 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-828호,2023-11-15,2023-11-15 ~ 2024-01-04,2024년 한-중 에너지국제공동연구사업 신규지원 대상과제 공고 ,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 - 0992호,2023-11-16,2023-11-16 ~ 2023-11-30,2023년도 우주개발기반조성 및 성과확산 사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=003315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
